index,veracity,title
228,true,"Potential Therapeutic Agents, Vaccines for COVID-19"
229,true,Knowing More About a Virus Threat May Not Satisfy You
230,true,Individual Response to COVID-19 'as Important' as Government Action
231,true,Preventing Spread of SARS Coronavirus-2 in Humans
232,true,"App, AI Work Together to Provide Rapid at-Home Assessment of Coronavirus Risk"
233,true,Chest CT Findings in Coronavirus Disease (COVID-19) Pneumonia
234,true,The World Faces an Air Pollution 'Pandemic'
235,true,Novel Coronavirus (COVID-19) Imaging Features Overlap With SARS and MERS
236,true,COVID-19 a Reminder of the Challenge of Emerging Infectious Diseases
237,true,Drug Meant for Ebola May Also Work Against Coronaviruses
238,true,"New Compounds Thwart Multiple Viruses, Including Coronavirus"
239,true,No Benefit Found in Using Broad-Spectrum Antibiotics as Initial Pneumonia Treatment
240,true,COVID-19 Vaccine Development
241,true,"Atomic Structures Mapped in Measles, Mumps, Flu and RSV"
242,true,New Pathogenic Mechanism for Influenza NS1 Protein Found
243,true,Remdesivir Prevents MERS Coronavirus Disease in Monkeys
244,true,New 'Universal' Target for Antiviral Treatment
245,true,New Details on How a Viral Protein Puts the Brakes on Virus Replication
246,true,Portable Lab You Plug Into Your Phone Can Diagnose Illnesses Like Coronavirus
247,true,Steroids Could Do More Harm Than Good in Treating Coronavirus
248,true,New Tool Monitors Real Time Mutations in Flu
249,true,Nanoparticles Produced from Burning Coal Result in Damage to Mice Lungs
250,true,Radiologists Describe Coronavirus Imaging Features
251,true,First Childhood Flu Helps Explain Why Virus Hits Some People Harder Than Others
252,true,Exposing a Virus's Hiding Place Reveals New Potential Vaccine
253,true,"Whole Genome of Novel Coronavirus, 2019-nCoV, Sequenced"
254,true,Rapid Weather Swings Increase Flu Risk
255,true,Infectious Disease Experts Warn of Outbreak Risks in US Border Detention Centers
256,true,Pneumonia Recovery Reprograms Immune Cells of the Lung
257,true,New Treatment Kills Off Infection That Can Be Deadly to Cystic Fibrosis Patients
258,true,Novel Coronavirus That Recently Emerged in China
259,true,Coronavirus Outbreak in China Traced to Snakes
260,true,Full Influenza Vaccination Among Children Cuts Hospitalization in Half
261,true,Universal Flu Vaccine Protects Against 6 Influenza Viruses in Mice
262,true,Can the Flu Shot Help Fight Cancer?
263,true,Why Your First Battle With Flu Matters Most
264,true,Domestic Animals Link Virus Spread Among Humans and Wildlife
265,true,Scientists Uncover Structure of Key Pneumonia Virus Enzyme
266,true,Virtual Reality Could Help Flu Vaccination Rates
267,true,Building a Better Flu Shot
268,true,New Flu Drug Drives Drug Resistance in Influenza Viruses
269,true,Ketogenic Diet Helps Tame Flu Virus
270,true,How Fibrosis Progresses in the Human Lung
271,true,Vaccine Reduces Likelihood of Severe Pneumonia
272,true,"New Vaccine Protects from Widespread, Costly Infection, Mice Study Shows"
273,true,"Best Practice Treatment Guidelines Help Doctors Identify, Treat Vaping-Associated Lung Injuries"
274,true,NIH clinical trial shows Remdesivir accelerates recovery from advanced COVID-19
275,true,IH mobilizes national innovation initiative for COVID-19 diagnostics
276,true,NIAID strategic plan details COVID-19 research priorities
277,true,Expert U.S. panel develops NIH treatment guidelines for COVID-19
278,true,Antiviral remdesivir prevents disease progression in monkeys with COVID-19
279,true,Investigational chimp adenovirus MERS-CoV vaccine protects monkeys
280,true,NIH to launch public-private partnership to speed COVID-19 vaccine and treatment options
281,true,NIH study validates decontamination methods for re-use of N95 respirators
282,true,NIH begins study to quantify undetected cases of coronavirus infection
283,true,"NIH clinical trial of hydroxychloroquine, a potential therapy for COVID-19, begins"
284,true,Autoimmunity may be rising in the United States
285,true,NIDA Director outlines potential risks to people who smoke and use drugs during COVID-19 pandemic
286,true,The National Library of Medicine expands access to coronavirus literature through PubMed Central
287,true,COVID-19 workers get training to protect their own health
288,true,New coronavirus stable for hours on surfaces
289,true,NIH clinical trial of investigational vaccine for COVID-19 begins
290,true,NIH Reports First Known Employee with COVID-19 Infection
291,true,COVID-19 a Reminder of the Challenge of Emerging Infectious Diseases
292,true,NIH clinical trial of remdesivir to treat COVID-19 begins
293,true,Remdesivir prevents MERS coronavirus disease in monkeys
294,true,NIH officials discuss novel coronavirus that recently emerged in China
295,true,Tiny airborne particles may carry the new coronavirus
296,true,What are the effects of COVID-19 on the lungs?
297,true,COVID-19: Are the testes really a coronavirus reservoir?
298,true,COVID-19: Vaccine trials and antibody testing provide fresh
299,true,"Loss of smell may suggest milder COVID-19, study finds"
300,true,COVID-19 global impact: How the coronavirus is affecting the
301,true,How to disinfect clothes: Tips for coronavirus (COVID-19
302,true,Are blood clots to blame for COVID-19 deaths?
303,true,"New coronavirus targets cells in the nose, lungs, and gut"
304,true,"COVID-19: Hand sanitizers inactivate novel coronavirus, study"
305,true,Could an antiparasitic drug kill off SARS-CoV-2 within 2 days?
306,true,SARS-CoV-2 may be here to stay
307,true,New drug candidate against the novel coronavirus
308,true,Discussing COVID-19 and hypertension
309,true,Severe COVID-19: Study investigates a possible underlying
310,true,COVID-19 vs. previous pandemics
311,true,What to do if you start to feel COVID-19 symptoms
312,true,Faulty blood clotting mechanism may explain COVID-19 severity
313,true,COVID-19: How does it affect women's sexual and
314,true,Coronavirus (COVID-19) and lupus: Risks and precautions
315,true,Could dogs help detect COVID-19?
316,true,"Crohn's and COVID-19: Risks, prevention, and treatment"
317,true,COVID-19 and rheumatoid arthritis: Risks and precautions
318,true,"Viral pneumonia: Symptoms, causes, and treatment"
319,true,COVID-19 and COPD: Risks and precautions
320,true,SARS-CoV-2 may affect more children than scientists initially thought
321,true,CT use in COVID-19 diagnosis
322,true,Bat survey identifies six new coronaviruses
323,true,Who is really on the front line of the COVID-19 pandemic?
324,true,Air pollution may affect the lethality of COVID-19
325,true,Is the flu contagious?
326,true,"Echinacea: Benefits, uses, side effects, and effectiveness"
327,true,COVID-19 medical staff experience insomnia and higher stress
328,true,IBD and COVID-19: Risks and advice
329,true,says Chicago nurse looking after COVID-19 patients
330,true,"Protective masks can be effectively disinfected at home, study"
331,true,Paper towels better at removing viruses than jet dryers
332,true,How COVID-19 affects domestic violence rates
333,true,Sore throat: Allergy or cold? Plus treatment and prevention
334,true,What is the best way to disinfect your phone?
335,true,How to increase lung capacity: Simple exercises
336,true,"Azithromycin: Side Effects, dosage, COVID-19 (under study)"
337,true,Deforestation may drive animal-to-human infections
338,true,"Hydroxychloroquine: Side effects, dosage, COVID-19 (under"
339,true,How to stop a coughing attack: Tips and when to seek help
340,true,Letter from the Editor: Keeping hope
341,true,People with large social networks are more civil online
342,true,"Headache and fever: Causes, treatment, and prevention"
343,true,Can you use an expired inhaler? Safety and effects
344,true,Should parents limit screen time for young children?
345,true,27 coronavirus myths busted
346,true,New study pinpoints loss of smell and taste as COVID-19 symptoms
347,true,COVID-19: Vaccine may be ready by fall and other reasons for hope
348,true,What factors did people who died with COVID-19 have in common?
349,true,How do SARS and MERS compare with COVID-19?
350,true,How does the new coronavirus affect our pets?
351,true,COVID-19 live updates: Total number of cases passes 3.2 million
352,true,COVID-19: Symptoms and when to see a doctor
353,true,Coronavirus vs. flu: How to tell the difference
354,true,Novel coronavirus: What we know so far
355,true,When will the COVID-19 pandemic be over?
356,true,"Coronaviruses: Symptoms, treatments, and variants"
357,true,Coronavirus causes: Origin and how it spreads
358,true,Coronaviruses and heart health
359,true,"COVID-19: Symptoms, incubation, prevention, and more"
360,true,Is the anti-flu drug Avigan effective in treating COVID-19?
361,true,What MNT's experts want you to know about COVID-19
362,true,Coronavirus effects on the body: Risks and complications
363,true,"Coronavirus tests: Methods, availability, and accuracy"
364,true,What WHO advisor David Heymann told us about COVID-19
365,true,Sex differences in the new coronavirus
366,true,COVID-19: Infectious disease expert warns it is 'really serious'
367,true,Coronavirus transmission: How it spreads and how to avoid it
368,true,Prof. Martin Bachmann on making millions of coronavirus vaccine doses
369,true,Why social distancing is key in containing the new coronavirus
370,true,COVID-19 treatment: New findings may bring researchers a step closer
371,true,"The new coronavirus was not man-made, study shows"
372,true,COVID-19: 'Digestive symptoms are common'
373,true,COVID-19: 5 reasons to be cautiously hopeful
374,true,"Coronavirus vaccine: Development, timeline, and more"
375,true,"Pneumonia and COVID-19: Relationship, risks, and more"
376,true,Why does SARS-CoV-2 spread so easily?
377,true,Coronavirus: Pangolins may have spread the disease to humans
378,true,COVID-19: Practical tips on staying safe
379,true,Coronaviruses: How long can they survive on surfaces?
380,true,Closing schools has only a minor role in suppressing COVID-19
381,true,Multiple sclerosis (MS) and COVID-19: What to know
382,true,Allocating ventilators during COVID-19: What is 'fair'?
383,true,COVID-19: Could a clot-busting drug help save the lives of patients on ventilators?
384,true,"COVID-19: Social distancing, drug trials offer hope"
385,true,How humidity may affect COVID-19 outcome
386,true,Sewage could provide early warning of COVID-19 outbreaks
387,true,Pregnancy and mental health during the COVID-19 crisis
388,true,Can you get coronavirus twice? What to know
389,true,"COVID-19: Surgical masks may help, but not as first line of defense"
390,true,Remdesivir: 'Very potent inhibitor' of SARS-CoV-2?
391,true,COVID-19: TB vaccine to be trialed in healthcare staff
392,true,Is the flu contagious?
393,true,COVID-19 and asthma: Risks and precautions
394,true,Could COVID-19 impact great apes?
395,true,Pneumonia vaccine: How often and when to seek help
396,true,"‘I have never seen anything like this,’ says New York City doctor about COVID-19"
397,true,Coronavirus prevention: How to reduce transmission risk
398,true,New study questions the effectiveness of masks against SARS-CoV-2
399,true,Why returning to the COVID-19 front line is so difficult for doctors
400,true,"COVID-19: China’s early travel ban may have averted 700,000 cases"
401,true,Is blood type linked to coronavirus infection risk?
402,true,How close is a COVID-19 vaccine? Prof. Martin Bachmann on stopping a pandemic
403,true,COVID-19 expert calls for a 'tremendous effort from everyone' to fight pandemic
404,true,Does Medicare cover flu shots? Cost and coverage
405,true,Experts draw attention to the 'hidden sorrows' of COVID-19 and Parkinson’s
406,true,COVID-19: Study estimates rate of 'silent transmission'
407,true,People on steroids for chronic illness may be more at risk of COVID-19
408,true,WHO launch trial testing 4 potential treatments for COVID-19
409,true,Repurposed drug may reduce COVID-19 deaths
410,true,How to disinfect shoes: Tips for COVID-19 prevention
411,true,"COVID-19 and diabetes: Risks, types, and prevention"
412,true,COVID-19 suppression 'only viable strategy at the current time'
413,true,"COVID-19: No evidence that heart, kidney medications raise risk"
414,true,Does Medicare cover telehealth?
415,true,Coronavirus and pregnancy: What to know
416,true,Walking pneumonia vs pneumonia: What is the difference?
417,true,How might climate change affect the spread of viruses?
418,true,"Cats may be able to contract SARS-CoV-2, but evidence is limited"
419,true,COVID-19: Global weekend update (March 21–22)
420,true,COVID-19 frontline healthcare workers at risk of mental health problems
421,true,COVID-19 is now a pandemic: What next?
422,true,COVID-19 may overwhelm intensive care units in UK within weeks
423,true,Can an old method help doctors fight COVID-19?
424,true,Contracting the new coronavirus may protect against future reinfection
425,true,Why are infections from animals so dangerous to humans?
426,true,CDC on COVID-19 severe outcomes: Where do we stand?
427,true,Why are COVID-19 death rates so hard to calculate? Experts weigh in
428,true,Coronavirus: 10 home exercises
429,true,New coronavirus may be most infectious during 1st week
430,true,"Coronavirus: 81% of cases are mild, study says"
431,true,Coronavirus: Scientists could repurpose drugs to treat infection
432,true,Researchers identify potential coronavirus vaccine and therapy targets
433,true,COVID-19: Occupational groups that are at high risk
434,true,"Flu shots pros and cons: Benefits, risks, and safety"
435,true,Coronavirus may spread faster than WHO estimate
436,true,Are there any home remedies for pneumonia?
437,true,Experts condemn 'rumors and misinformation' about coronavirus
438,true,COVID-19 and kids: Why understanding the impact on children is crucial
439,true,Protecting healthcare workers from COVID-19: Infection control works
440,true,Are children actually 'as likely' to get COVID-19 as adults?
441,true,Coronavirus research: Woman with no symptoms infects five people
442,true,Preventing skin damage due to face masks
443,true,COVID-19: Scientists urge 'equitable and inclusive' response
444,true,Preparing for COVID-19: Priorities for the US
445,true,Early flu symptoms: Signs in children and adults
446,true,SARS-CoV-2: How a person's immune system defeated the virus
447,true,6 best essential oils for the flu
448,true,SARS-CoV-2: Study confirms previous incubation period estimates
449,true,COVID-19 quarantine of cruise ship may have led to more infections
450,true,Migraine and COVID-19: Management and link
451,true,App-based contact tracing may significantly reduce pandemic spread
452,true,Expert tips on coping with stress and anxiety during a pandemic
453,true,Keeping active while staying put: A brief 'how to' guide
454,true,Why hand washing really could slow down an epidemic
455,true,7 alternatives to toilet paper
456,true,COVID-19 and bronchitis: Risks and precautions
457,true,Hand washing advice for people with skin conditions
458,true,What can be done to stop the spread of viruses?
459,true,What to know about Klebsiella pneumoniae
460,true,CDC: New cases of novel coronavirus reported in US
461,true,Air pollution may affect the lethality of COVID-19
462,true,COVID-19 and psoriasis: Risks and precautions
463,true,Letter from the Editor: The importance of accurate reporting
464,true,Managing patients with endocrine dysfunction during COVID-19
465,true,What causes a sore throat and swollen glands?
466,true,COVID-19 and celiac disease: Risks and precautions
467,true,"UC and COVID-19: Risks, medications, and precautions"
468,true,Common coronaviruses appear to be highly seasonal
469,true,COVID-19 and arthritis: Risks and precautions
470,true,Drinks to boost immune system: Do they work?
471,true,Breast cancer and COVID-19: Risks and precautions
472,true,Medicines that fights COVID-19: What to know
473,true,Mayo hospitals again receive ‘A’ grades for patient safety
474,true,Media backgrounder: COVID-19 readiness and helping the world respond to the global pandemic
475,true,"Mayo Clinic to advise Hilton on cleaning program protocol, training"
476,true,"Physicians, scientists and physician-scientists connect dots between heart disease, potential for worse COVID-19 outcomes"
477,true,Mayo Clinic introduces skill for Amazon’s Alexa about COVID-19
478,true,Voluntary public disclosure on the financial impact of the COVID-19 pandemic
479,true,Expert Alert: 5 tips for keeping the momentum going when working out at home
480,true,Army of Mayo employees come together to identify COVID-19 exposures within hours
481,true,Expert Alert: When you can’t cough ― extra COVID-19 precautions for people with physical disabilities
482,true,Mayo Clinic Laboratories launches serology testing in support of COVID-19 response
483,true,Mayo Clinic experts offer guidance on treating COVID-19 patients with signs of acute heart attack
484,true,False-negative COVID-19 test results may lead to false sense of security
485,true,"Six ways home-based cardiac rehab keeps patients safe, healthy during COVID-19"
486,true,Autonomous shuttles help transport COVID-19 tests at Mayo Clinic in Florida
487,true,"Radiology, Engineering investigating ways to help Mayo Clinic during COVID-19 response"
488,true,Mayo Clinic in Florida expands specimen testing and processing capabilities for COVID-19
489,true,Guidance on patients at risk of drug-induced sudden cardiac death from off-label COVID-19 treatments
490,true,Expert Alert: Have heart disease? Protect your health during the COVID-19 pandemic
491,true,Mayo Clinic to protect staff pay during COVID-19 pandemic response
492,true,Mayo Clinic Laboratories significantly expands testing capability for the COVID-19 virus
493,true,Mayo Clinic president and CEO participates in the Coronavirus Task Force meeting
494,true,Mayo Clinic develops test to detect COVID-19 infection
495,true,11 Cleveland Clinic Hospitals Earn “A” Grades in Safety
496,true,"Cleveland Clinic Appoints Timothy Chan, M.D., Ph.D., as Director of Center for Immunotherapy and Precision Immuno-Oncology"
497,true,"Cleveland Clinic, Meijer Donate Food, Supplies, Masks to Cleveland’s Ward 6 Community"
498,true,Cleveland Clinic Establishes Center for Global and Emerging Pathogens Research
499,true,Cleveland Clinic and SAS share COVID-19 predictive models to help hospitals plan for current and future needs
500,true,Cleveland Clinic Innovations are Improving the Fight Against COVID-19
501,true,"Cleveland Clinic Sends Caregivers To New York, Michigan To Assist In COVID-19 Efforts"
502,true,Health Education Campus Will Temporarily Convert As a Medical Surge Hospital Location
503,true,"Corporations, Small Businesses, Community Groups Support Cleveland Clinic During COVID-19 Pandemic"
504,true,Coronavirus (COVID-19) Media Information
505,true,"Keep Your Distance: Even as COVID-19 Cases Increase, Isolation Key to Long-Term Control"
506,true,Coronavirus (COVID-19) Video Resources for Media Outlets
507,true,University Hospitals and Cleveland Clinic Offer Prioritized COVID-19 Testing to First Responders
508,true,Cleveland Clinic Launches Campaign for Northeast Ohio Community to Help in COVID-19 Response
509,true,Cleveland Whiskey Collaborates with Cleveland Clinic to Supply Hand Sanitizer to the Health System
510,true,Cleveland Clinic Offers Free COVID-19 Online Screening Tool
511,true,Frequently Asked Questions about Coronavirus Disease 2019 (COVID-19)
512,true,University Hospitals and Cleveland Clinic Add Second Location for Drive-Through COVID-19 Testing at UH Landerbrook Health Center
513,true,University Hospitals and Cleveland Clinic Partner to Provide Drive-Through COVID-19 Testing
514,true,Containing COVID-19 Is Our Highest Priority
515,true,Frequently Asked Questions about 2019 Novel Coronavirus (2019-nCoV)
516,true,TSA: 500 Employees Test Positive for COVID-19
517,true,Most of Georgia’s COVID-19 Hospitalized Are Black
518,true,LA Offers All Residents Free COVID-19 Tests
519,true,NYC Stopping Subways Overnight to Disinfect Trains
520,true,U.S. Government to Increase PPE Shipments to Nursing Homes
521,true,"Neurologists Dust Off Their Stethoscopes, Join COVID Frontlines"
522,true,Trending Clinical Topic: Cancer and COVID-19
523,true,Excess Cancer Deaths Predicted as Care Disrupted by COVID-19
524,true,COMMENTARY: Healthcare Workers Should Wear Reusable Elastomeric Masks
525,true,"Coronavirus Social: Babies Shouldn't Wear Masks, Experts Warn"
526,true,Sweden Sticks With Controversial COVID-19 Approach
527,true,COMMENTARY: We Can't Ignore the Harms of Social Distancing
528,true,Blood Pressure Medicines Don’t Increase COVID-19 Risk
529,true,Parents Hold Newborn Twins After Beating COVID-19
530,true,How One Very Ill Infant Survived COVID-19
531,true,Tech Might Help COVID Patients Ventilators Can't
532,true,Best Ways to Help Kids Through the Pandemic
533,true,What Roles Do Children Play in Spreading COVID-19?
534,true,COVID-19 & Household Spread: How Likely?
535,true,Models: Opening States Early Will Increase Deaths
536,true,Cardiac Arrests On the Rise During COVID-19 Crisis
537,true,Study: Many Health Care Workers Lack Insurance
538,true,Smokers Hospitalized Less Often for COVID-19
539,true,Diabetes Doc Who Turned His Unit to COVID-19 Sees End in Sight
540,true,Coronavirus Social: Two Digital Tributes and a Celebration
541,true,"Orthopedic Surgeon, Mayor Team Up on COVID-19 Response"
542,true,As COVID-19 Shutters Practices Virtual Doc-Patient Activity Soars
543,true,COMMENTARY: 'Cybertricians' Help COVID Patients Stay Home
544,true,"COVID-19 Daily: Hospital Mortality Data, Drug Trial Raises Eyebrows"
545,true,New Study of Diabetes Drug for COVID-19 Raises Eyebrows
546,true,Gastroenterology Groups Map a Return to Elective Endoscopy
547,true,"COVID-19: A 'Marathon, Not a Sprint' for Psychiatry"
548,true,Cardiac Arrests Out-of-Hospital Soar During COVID-19 in Italy
549,true,FDA Gives Remdesivir Emergency Authorization
550,true,Don't Ignore Signs of Heart Attack During COVID-19
551,true,Face shields a more effective deterrent to COVID?
552,true,Javits Center Field Hospital to Shut Down
553,true,Interest in Unproven Drugs Follows Trump Thumbs Up
554,true,Remdesivir & COVID Studies Find Different Results
555,true,COVID-19 May Cause Severe Heart Condition in Kids
556,true,Obesity New Risk Factor for Young COVID Patients
557,true,Trump to Order Meat Processing Plants Remain Open
558,true,"Traffic Down, Dangerous Crashes Up During Pandemic"
559,true,CDC to Conduct Antibody Testing in Atlanta Area
560,true,IDSA Guidelines for Management of COVID-19 (2020)
561,true,Trials and Tribulations: Neurology Research During COVID-19
562,true,"Remdesivir Now 'Standard of Care' for COVID-19, Fauci Says"
563,true,"COVID-19 Daily: Remdesivir Results, Resident Abuse"
564,true,Metastatic Cancer Linked to Worse Outcomes of COVID-19
565,true,Two Rare Neurologic Conditions Linked to COVID-19
566,true,What's Your Malpractice Risk When Treating COVID-19 Patients?
567,true,"Georgia’s Reopening: Dinner, a Movie and a Virus?"
568,true,Don't Let The COVID Pandemic Rob You of Your Sleep
569,true,Coronavirus Crisis Has Fewer Kids Getting Vaccines
570,true,COVID-19 Continues to Strike Men Harder Than Women
571,true,Nanotech May Help Fight 'Cytokine Storm' of COVID
572,true,Girl Goes on Chalk Adventures During Quarantine
573,true,How Contagious? Likely Before You Know You’re Sick
574,true,Researchers Report First U.S. Dog With Coronavirus
575,true,UV Light Might Disinfect Scarce Medical Gear
576,true,Hospitals Update Hydroxychloroquine Protocols After FDA Warning
577,true,COVID-19 Crisis Exposes Resident Abuse
578,true,COMMENTARY: COVID-19: Don't Forget About Plasmapheresis
579,true,More Guidance on 'Vulnerable Subgroup' With Diabetes and COVID-19
580,true,COVID-19 Mortality Hits Almost 30% in Kidney Transplant Patients
581,true,COVID-19: Calls to NYC Crisis Hotline Soar
582,true,Chest Imaging Guidelines Released for Pediatric COVID-19
583,true,German Physician Explains Alternative Ventilation for COVID-19
584,true,"COVID-19: An Opportunity, Challenge for Addiction Treatment"
585,true,"COVID-19 Daily: HCQ Hospital Protocols, ED Physician Death"
586,true,A Step-by-Step Guide to Preventing PPE-Related Skin Damage
587,true,COMMENTARY: Why I Founded United Physicians and Why You Should Join
588,true,ED Physician at Epicenter of COVID-19 Crisis Lost to Suicide
589,true,COVID-19 Decimates Outpatient Visits
590,true,Testing Sewage to Gauge Spread of Coronavirus
591,true,Trump Reveals Blueprint to Increase COVID Testing
592,true,CDC Adds Six Symptoms to COVID-19 List
593,true,Hospitals Study Heartburn Drug for COVID Treatment
594,true,Bats and Coronaviruses Go Back Centuries
595,true,Saliva COVID Test Alternative to Deep Nasal Swab
596,true,Isolation During Pandemic a Trigger for Depression
597,true,COVID-19 Antibody Testing Brings Cautious Hope
598,true,Musician Performs Drive-By Concerts to Spread Joy
599,true,Poison Control Centers Report Rise in Accidents
600,true,Birx: Social Distancing Will Last Through Summer
601,true,Guidelines on Breast Cancer Radiation Therapy during COVID-19 (2020)
602,true,COVID-19 Patient in Primary Care -- How to Treat?
603,true,Will COVID-19 Finally Trigger Action on Health Disparities?
604,true,New Billing Basics for Telemedicine
605,true,CMS Suspends Advance Payment Program to Clinicians for COVID-19
606,true,COVID-19 'Therapies' Put Focus on 12-Lead ECG Alternatives
607,true,COVID-19: Defer 'Bread and Butter' Procedure for Thyroid Nodules
608,true,"Consensus Statement on Chest Imaging in Patients with COVID-19 (Fleischner Society, 2020)"
609,true,"COVID-19 Daily: Doc Suspended, No More Advance Medicare Pay"
610,true,The Pause: Honoring the Dead in COVID-19 to Advance Care
611,true,Doc Suspended for Exposing Poor Social-Distancing Practices
612,true,USDA Meat Inspector Dies of Coronavirus
613,true,Italian Authorities Cite Heartening Statistics
614,true,Fauci: COVID Testing Should Double In Coming Weeks
615,true,You Can't Get Coronavirus Through Sex: Study
616,true,He Survived COVID-19. Can His Blood Help Others?
617,true,"ESC Guidance on CVD Diagnosis, Management Amid COVID-19"
618,true,'Hospital at Home' May Boost COVID-19 Inpatient Capacity
619,true,"COVID-19 Daily: Office Visits Decimated, No 'Vaccine Nationalism'"
620,true,Certain Anerobic Bacteria Linked to Increased CRC Risk
621,true,Coronavirus Social: Facebook Physician Memorial
622,true,"COVID-19 Daily: Stroke in Young Adults, Test Safety Issues"
623,true,"USMLE Tests Resume May 1, Sparking Student Concerns"
624,true,"After Battling Flint Water Crisis, Doc Faces COVID Fight"
625,true,FDA Warns Against Malaria Drugs to Treat COVID-19
626,true,Officials Push Masks For COVID Despite Mixed Data
627,true,Blood Clots Are Another Dangerous COVID-19 Mystery
628,true,"Hospital Celebrates 1,500th COVID-19 Survivor"
629,true,First U.S. Coronavirus Death Earlier Than Believed
630,true,WebMD Doctors: Don't Ingest or Inject Disinfectant
631,true,California Still Setting COVID Death Records
632,true,"Higher Temps, Humidity May Help Against COVID"
633,true,Trending Clinical Topic: Remdesivir
634,true,"COVID-19 Daily: Doctor Support Hotline, New Mortality Data"
635,true,Clinicians Dodge Infection as 'Dofficer' Helps With Gear
636,true,"Managing Newborns of Mothers With COVID-19: Clinical Practice Guidelines (AAP, 2020)"
637,true,Finding the Right Balance in COVID-19 Thromboprophylaxis
638,true,"Helping African Americans with More Testing, PPE"
639,true,Coping With Budget Stress During the Pandemic
640,true,"Up to 50,000 Kids May Be Hospitalized With COVID"
641,true,Oregon Town Goes Door to Door Tracking COVID-19
642,true,Seniors Recruited for Coronavirus Vaccine Trials
643,true,White House Reemphasizes COVID-19 Testing Capacity
644,true,Good News on Remdesivir's Power to Treat COVID-19
645,true,Disinfectant-Linked Poisoning Rises Amid COVID-19
646,true,Some COVID Patients Develop Guillain-Barre
647,true,FDA Approves Hydroxychloroquine Trial for COVID-19
648,true,Sesame Street Eases Kids’ Fears Through Meditation
649,true,Signature STEMI Sign May Be Less Diagnostic in the COVID-19 Age
650,true,Sudden Loss of Taste and Smell Should Be Part of COVID-19 Screen
651,true,COVID-19: Employers Cut Doc Pay and Bonuses: What's Your Recourse?
652,true,"COVID-19 Daily: Vent Debate Continues, Screening for Taste/Smell"
653,true,European Cancer Centers Restructure Care in the Era of COVID-19
654,true,"Checklist to Manage Hyperglycemia, DKA in Severe COVID-19"
655,true,"Surge or No Surge, the Midwest Readies for COVID-19"
656,true,Physicians Push Back on Treating COVID-19 as HAPE
657,true,The Road Ahead With COVID-19
658,true,COVID Keeping People With Lung Diseases Out of ER
659,true,New COVID-19 Tracking App May Find 'Hotspots'
660,true,COVID-19 Drug Testing: Where We Stand
661,true,Self-Isolating? Learn Something With These Freebies
662,true,COVID-19 Changes Funerals and How Families Grieve
663,true,Paper Towels Beat Air Dryers Against Viruses
664,true,COVID-19 Making Heart Attack Patients Stay Home
665,true,"The Week That Wasn't: Open Windows, Antibody Testing, Conspiracy Theories"
666,true,"COVID-19: Striking Uptick in Anxiety, Other Psych Meds"
667,true,Cautionary Tale Spurs 'World's First' COVID-19 Psychiatric Ward
668,true,COMMENTARY: Managing AML in a Pandemic: There's No Avoiding Difficult Choices
669,true,ASE Issues Echocardiography Guidance Amid COVID-19 Pandemic
670,true,"COMMENTARY: COVID-19 Diary Day 10: So Many Questions, No Answers"
671,true,"Grief, Chaos, and COVID: How Medical Trainees Can Cope"
672,true,Normal Chest X-ray Doesn't Rule Out COVID-19
673,true,"COVID-19 Daily: Reusing Masks, Imaging Guidance"
674,true,How COVID-19 Affects the Brain
675,true,Cytokine Storms May Be Fueling Some COVID Deaths
676,true,New COVID-19 Breast Cancer Treatment Guidelines
677,true,Is It Allergies or COVID-19?
678,true,Call to Defund WHO Debated
679,true,25 FEMA Workers Have Contracted COVID-19
680,true,Bucket Truck Lets Man Visit Wife in Nursing Home
681,true,COVID-19: First Data Confirm Neurologic Symptoms Common
682,true,COMMENTARY: Reflections From the Bench During the COVID-19 Crisis
683,true,Trending Clinical Topic: Ventilators
684,true,CMS Chief Says $81B Released in Accelerated Payments for COVID-19
685,true,Cancer Patients Report Delays in Treatment Because of COVID-19
686,true,COVID-19 Pneumonia: Only Some Cases Are Like Severe ARDS
687,true,How to Sanitize N95 Masks for Reuse: NIH Study
688,true,U.S. Lockdowns Trigger Surge in Domestic Violence
689,true,Hospital Workers Celebrate COVID-19 Survivors
690,true,Nitric Oxide Investigated as COVID-19 Treatment
691,true,Dangerous Claims That Bleach Can Treat COVID-19
692,true,COVID-19 Is Making Psychiatric Treatment Tougher
693,true,"Chloroquine, Zinc Tested to Block COVID Infection"
694,true,"COVID-19 Daily: Return-to-Work Guidelines, Tips From Frontline Docs"
695,true,COVID 19: Psychiatric Patients May Be Among the Hardest Hit
696,true,Treating Rectal Cancer in the COVID-19 Era: Expert Guidance
697,true,"SARS-CoV-2 May Confound Seasons, Persist in Warmer Months"
698,true,"COVID-19 Registry Tracks Pregnant Women, Newborns"
699,true,COMMENTARY: COVID-19 Diary Day 5: Facing Deployment
700,true,"COVID-19 Enforcement Policy for Sterilizers, Disinfectant Devices, and Air Purifiers (FDA, 2020)"
701,true,First Case of COVID-19 Presenting as Guillain-Barre´ Reported
702,true,"See Acute Hepatitis? Consider COVID-19, NY Case Suggests"
703,true,First Protocol on How to Use Lung Ultrasound to Triage COVID-19
704,true,COMMENTARY: COVID-19 Diary Day 4: Am I Losing My Humanity? Already?
705,true,"Beaches, Lakes, Pools: Is COVID-19 in the Water?"
706,true,CDC Issues New Return-to-Work Guidelines
707,true,COVID-19 Killing Men at Higher Rate in NYC
